profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw,if_per_pub,mein_per_pub,if_to_mein,n_pub_oa,mean_fwci,avg_authors_per_pub,h_index_oa,cited_total,n_unique_coauthors,fwci_top10_pct,kategoria
Ewa Wanda Dragańska,dr hab. inż.,profesor uczelni,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-8099-6359,NA,NA,NA,8,8,76.345,NA,2530,59,UWMf501859332dc4cf8b3a13a22275c7891,https://bazawiedzy.uwm.edu.pl/info/author/UWMf501859332dc4cf8b3a13a22275c7891?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,1.2939830508474577,42.88135593220339,0.03017588932806324,NA,NA,NA,NA,NA,NA,NA,B+
Bogdan Dubis,prof. dr hab. inż.,profesor,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-2586-5559,NA,NA,NA,16,17,131.115,NA,3538,75,UWMbb834440d28f4b4996e2c524cdb05194,https://bazawiedzy.uwm.edu.pl/info/author/UWMbb834440d28f4b4996e2c524cdb05194?lang=pl&r=publication&tab=main,uwm,Profesor,1.7482000000000002,47.17333333333333,0.03705907292255512,63,3.5589857142857144,3.857142857142857,17,1167,60,TRUE,B+
Anna Francke,dr hab.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-6054-737X,NA,NA,NA,5,6,37.196,NA,1499,50,UWM4f1ec86bf35f45b6b388165987ca9d01,https://bazawiedzy.uwm.edu.pl/info/author/UWM4f1ec86bf35f45b6b388165987ca9d01?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.7439199999999999,29.98,0.024813875917278183,31,0.9101224319354838,2.967741935483871,6,122,16,FALSE,B+
Katarzyna Glińska-Lewczuk,prof. dr hab. inż.,profesor,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-7845-6353,NA,NA,NA,20,23,227.594,NA,6991,165,UWM32e416a057f740aaaaf36857f8178ca4,https://bazawiedzy.uwm.edu.pl/info/author/UWM32e416a057f740aaaaf36857f8178ca4?lang=pl&r=publication&tab=main,uwm,Profesor,1.3793575757575758,42.36969696969697,0.0325552853669003,2,0,34,0,0,65,FALSE,B+
Krzysztof Józef Jankowski,prof. dr hab. inż.,profesor,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-6725-6292,NA,NA,NA,23,22,290.758,NA,8561,165,UWMe3d7c61c189e44bcbcc070eac5c4f326,https://bazawiedzy.uwm.edu.pl/info/author/UWMe3d7c61c189e44bcbcc070eac5c4f326?lang=pl&r=publication&tab=main,uwm,Profesor,1.762169696969697,51.88484848484848,0.0339630884242495,NA,NA,NA,NA,NA,NA,NA,B+
Magdalena Jastrzębska,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0003-0745-0568,NA,NA,NA,8,9,78.934,NA,3130,118,UWMb3a5ba9fbba24cf2a8d9e62377290b49,https://bazawiedzy.uwm.edu.pl/info/author/UWMb3a5ba9fbba24cf2a8d9e62377290b49?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.6689322033898305,26.52542372881356,0.025218530351437698,98,0.9721671685416667,3.622448979591837,12,482,77,FALSE,B+
Barbara Magdalena Kalisz,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2071-9314,NA,NA,NA,10,12,110.738,NA,3741,89,UWM17054b18342d4ab48fd4b3b41e3366d7,https://bazawiedzy.uwm.edu.pl/info/author/UWM17054b18342d4ab48fd4b3b41e3366d7?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,1.244247191011236,42.03370786516854,0.02960117615610799,NA,NA,NA,NA,NA,NA,NA,B+
Szymon Kobus,dr inż.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1106-3918,NA,NA,NA,5,7,22.462,NA,990,35,UWMfa6f61f7453e49e689501ec5eda326d7,https://bazawiedzy.uwm.edu.pl/info/author/UWMfa6f61f7453e49e689501ec5eda326d7?lang=pl&r=publication&tab=main,uwm,Adiunkt,0.6417714285714285,28.285714285714285,0.022688888888888887,24,1.3162809523809524,4.875,10,301,44,FALSE,B+
Bożena Ewa Kordan,prof. dr hab. inż.,profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1408-5901,NA,NA,NA,11,13,84.911,NA,3240,82,UWM387897e75afa47289aac342db376879a,https://bazawiedzy.uwm.edu.pl/info/author/UWM387897e75afa47289aac342db376879a?lang=pl&r=publication&tab=main,uwm,Profesor,1.0355,39.51219512195122,0.026207098765432098,NA,NA,NA,NA,NA,NA,NA,B+
Agnieszka Kosewska,dr hab.,profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2711-4457,NA,NA,NA,10,10,73.933,NA,2524,86,UWM6f237210c4e3423d87f8dd2007e8d9ff,https://bazawiedzy.uwm.edu.pl/info/author/UWM6f237210c4e3423d87f8dd2007e8d9ff?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.8596860465116279,29.348837209302324,0.029291996830427894,71,1.2868492753623189,7.056338028169014,12,729,106,FALSE,B+
Marta Katarzyna Kostrzewska,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-7712-1797,NA,NA,NA,8,9,83.167,NA,3062,106,UWMd93b139554e043848a52bc3aa1a702e6,https://bazawiedzy.uwm.edu.pl/info/author/UWMd93b139554e043848a52bc3aa1a702e6?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.7845943396226416,28.88679245283019,0.027161005878510776,NA,NA,NA,NA,NA,NA,NA,B+
Sławomir Józef Krzebietke,dr hab. inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-4777-5551,NA,NA,NA,14,14,81.518,NA,3017,100,UWMea5735ac0f4a4d4b844e27fd2af5f51d,https://bazawiedzy.uwm.edu.pl/info/author/UWMea5735ac0f4a4d4b844e27fd2af5f51d?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.81518,30.17,0.0270195558501823,NA,NA,NA,NA,NA,NA,NA,B+
Michał Zenon Krzyżaniak,dr hab. inż.,profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0001-8195-5180,NA,NA,NA,26,30,402.049,NA,11288,151,UWM82700bd38ee24248ab890b01c8d5894b,https://bazawiedzy.uwm.edu.pl/info/author/UWM82700bd38ee24248ab890b01c8d5894b?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,2.6625761589403973,74.75496688741723,0.035617381289865344,NA,NA,NA,NA,NA,NA,NA,B+
Jacek Kwiatkowski,dr hab. inż.,profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0002-9040-701X,NA,NA,NA,8,9,67.217,NA,1986,83,UWMe36b8331073040eeba897984fbc02f28,https://bazawiedzy.uwm.edu.pl/info/author/UWMe36b8331073040eeba897984fbc02f28?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.8098433734939758,23.927710843373493,0.03384541792547835,2,0,9,0,0,16,FALSE,B+
Emilia Ludwiczak,dr inż.,adiunkt,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-6307-1522,NA,NA,NA,5,5,39.046,NA,1547,16,UWM5c7b824abf0b41b1a71d501fe4d47e9c,https://bazawiedzy.uwm.edu.pl/info/author/UWM5c7b824abf0b41b1a71d501fe4d47e9c?lang=pl&r=publication&tab=main,uwm,Adiunkt,2.440375,96.6875,0.025239819004524888,18,1.3922937499999999,15.166666666666666,5,103,18,FALSE,B+
Andrzej Kazimierz Łachacz,prof. dr hab. inż.,profesor,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2902-2767,NA,NA,NA,9,11,45.349,NA,2238,143,UWM782dd142ce364fe983fa9f54be23819e,https://bazawiedzy.uwm.edu.pl/info/author/UWM782dd142ce364fe983fa9f54be23819e?lang=pl&r=publication&tab=main,uwm,Profesor,0.3171258741258741,15.65034965034965,0.020263181411974977,NA,NA,NA,NA,NA,NA,NA,B+
Ewa Mackiewicz,dr inż.,adiunkt,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-7764-669X,NA,NA,NA,8,9,26.293,NA,1209,20,UWM59834fe094fe4922a08a6ae0e7b1ad27,https://bazawiedzy.uwm.edu.pl/info/author/UWM59834fe094fe4922a08a6ae0e7b1ad27?lang=pl&r=publication&tab=main,uwm,Adiunkt,1.3146499999999999,60.45,0.021747725392886684,16,2.3314,4.375,9,190,24,FALSE,B+
Joanna Majkowska-Gadomska,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0003-1693-0248,NA,NA,NA,7,9,49.628,NA,2241,101,UWMac10f01710bd446da430737f93100183,https://bazawiedzy.uwm.edu.pl/info/author/UWMac10f01710bd446da430737f93100183?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.49136633663366336,22.18811881188119,0.022145470771976795,68,0.6682867647058823,3.25,10,281,35,FALSE,B+
Marek Marks,prof. dr hab. inż.,profesor,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-3497-2292,NA,NA,NA,6,6,43.48,NA,1768,118,UWM9185eee85c5246dfa51fa85168c027d2,https://bazawiedzy.uwm.edu.pl/info/author/UWM9185eee85c5246dfa51fa85168c027d2?lang=pl&r=publication&tab=main,uwm,Profesor,0.3684745762711864,14.983050847457626,0.024592760180995474,71,0.5091159420289855,4.140845070422535,9,591,131,FALSE,B+
Marcin Michalak,dr hab.,profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0003-1907-9719,NA,NA,NA,6,10,55.246,NA,1575,15,UWMd588cd743d17444f9aa912255f3fbd56,https://bazawiedzy.uwm.edu.pl/info/author/UWMd588cd743d17444f9aa912255f3fbd56?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,3.683066666666667,105,0.0350768253968254,42,2.1364225,4.9523809523809526,16,800,70,FALSE,B+
Mariusz Nietupski,dr hab. inż.,profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-6509-4579,NA,NA,NA,10,9,60.699,NA,2670,90,UWMac690b4dca0f4d3c963115fb9c10fd8d,https://bazawiedzy.uwm.edu.pl/info/author/UWMac690b4dca0f4d3c963115fb9c10fd8d?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.6744333333333333,29.666666666666668,0.02273370786516854,81,0.7271835443037975,6.037037037037037,11,344,53,FALSE,B+
Anna Nogalska,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0002-3065-0421,NA,NA,NA,8,12,58.749,NA,2487,88,UWMa191260d2af1458995ac854ffade2d9a,https://bazawiedzy.uwm.edu.pl/info/author/UWMa191260d2af1458995ac854ffade2d9a?lang=pl&r=publication&tab=main,uwm,Profesor,0.6676022727272728,28.261363636363637,0.023622436670687575,70,0.8193132313043479,3.3857142857142857,14,511,50,FALSE,B+
Adam Okorski,prof. dr hab. inż.,profesor,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-9545-4771,NA,NA,NA,13,13,177.598,NA,6001,136,UWM7c4581b5849c458dbb717b4bface2aea,https://bazawiedzy.uwm.edu.pl/info/author/UWM7c4581b5849c458dbb717b4bface2aea?lang=pl&r=publication&tab=main,uwm,Profesor,1.3058676470588235,44.125,0.02959473421096484,98,1.3745520408163265,6.051020408163265,14,814,206,FALSE,B+
Ewelina Anna Olba-Zięty,dr hab. inż.,profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-1236-0719,NA,NA,NA,10,12,187.723,NA,6105,76,UWMde4100d46ce14c8f89cc2fec030643ce,https://bazawiedzy.uwm.edu.pl/info/author/UWMde4100d46ce14c8f89cc2fec030643ce?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,2.470039473684211,80.32894736842105,0.03074905814905815,NA,NA,NA,NA,NA,NA,NA,B+
Marzenna Olszewska,dr hab. inż.,profesor uczelni,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-2766-0792,NA,NA,NA,6,7,24.624,NA,1340,80,UWM5fe729f370fd4168a9b8d9fc244877f9,https://bazawiedzy.uwm.edu.pl/info/author/UWM5fe729f370fd4168a9b8d9fc244877f9?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.30779999999999996,16.75,0.018376119402985072,51,0.5873910292156863,2.372549019607843,7,184,24,FALSE,B+
Jacek Olszewski,dr hab. inż.,profesor uczelni,NA,Wydział Rolnictwa i Leśnictwa,0000-0001-5191-5989,NA,NA,NA,10,10,66.771,NA,2146,96,UWM1b0694deec1c43539291c35a7c661608,https://bazawiedzy.uwm.edu.pl/info/author/UWM1b0694deec1c43539291c35a7c661608?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.69553125,22.354166666666668,0.03111416589002796,65,1.1820375,5.492307692307692,12,465,117,FALSE,B+
Krzysztof Orzech,dr hab. inż.,adiunkt,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0001-5047-6101,NA,NA,NA,4,4,18.3,NA,1022,63,UWM326ec48ce19947eda991e5b2515bc9ab,https://bazawiedzy.uwm.edu.pl/info/author/UWM326ec48ce19947eda991e5b2515bc9ab?lang=pl&r=publication&tab=main,uwm,Adiunkt,0.2904761904761905,16.22222222222222,0.017906066536203524,44,0.6424227272727273,3.4545454545454546,7,225,38,FALSE,B+
Mirosław Orzechowski,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-0041-8525,NA,NA,NA,7,10,28.634,NA,1656,92,UWM8df329234738413fb25e8100cadc0b1f,https://bazawiedzy.uwm.edu.pl/info/author/UWM8df329234738413fb25e8100cadc0b1f?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.31123913043478263,18,0.017291062801932367,51,0.632588,3.7058823529411766,9,202,41,FALSE,B+
Sebastian Wojciech Przemieniecki,dr inż.,adiunkt,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-1222-0310,NA,NA,NA,15,15,193.96,NA,6121,100,UWM5d6557f862684ef1b4fe57bcdad04f46,https://bazawiedzy.uwm.edu.pl/info/author/UWM5d6557f862684ef1b4fe57bcdad04f46?lang=pl&r=publication&tab=main,uwm,Adiunkt,1.9396,61.21,0.03168763273974841,64,2.0614688524590163,5.0625,17,929,96,FALSE,B+
Jerzy Andrzej Przyborowski,dr hab. inż.,profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-5453-9314,NA,NA,NA,11,11,67.216,NA,1881,42,UWM5c7f7283f89a4793abaf30105f7a7fac,https://bazawiedzy.uwm.edu.pl/info/author/UWM5c7f7283f89a4793abaf30105f7a7fac?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,1.6003809523809522,44.785714285714285,0.03573418394471026,47,1.4433555555555555,6.042553191489362,13,495,150,FALSE,B+
Agnieszka Maria Pszczółkowska,prof. dr hab. inż.,profesor,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0001-7958-9193,NA,NA,NA,13,13,102.395,NA,3249,119,UWM0efcdc9aa1c744c889b53df42f80d00b,https://bazawiedzy.uwm.edu.pl/info/author/UWM0efcdc9aa1c744c889b53df42f80d00b?lang=pl&r=publication&tab=main,uwm,Profesor,0.8604621848739495,27.30252100840336,0.031515851031086485,NA,NA,NA,NA,NA,NA,NA,B+
Elżbieta Rolka,dr inż.,adiunkt,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-4520-3090,NA,NA,NA,6,11,53.273,NA,2118,57,UWM0f98f7baf59749fb863af9eb3a5b7035,https://bazawiedzy.uwm.edu.pl/info/author/UWM0f98f7baf59749fb863af9eb3a5b7035?lang=pl&r=publication&tab=main,uwm,Adiunkt,0.9346140350877193,37.1578947368421,0.02515250236071766,37,1.9636783783783784,4.081081081081081,11,256,40,FALSE,B+
Marcin Sidoruk,dr hab. inż.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-4741-1803,NA,NA,NA,6,7,45.8,NA,1613,60,UWMabe90dd70a3f4a6d9854a65fbf5850e4,https://bazawiedzy.uwm.edu.pl/info/author/UWMabe90dd70a3f4a6d9854a65fbf5850e4?lang=pl&r=publication&tab=main,uwm,Adiunkt,0.7633333333333333,26.883333333333333,0.028394296342219464,38,0.7694916666666667,4.447368421052632,8,198,73,FALSE,B+
Stanisław Sienkiewicz,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0002-3919-0361,NA,NA,NA,13,14,74.208,NA,2866,121,UWMf0d069550d6243cd94d94a10e858f82c,https://bazawiedzy.uwm.edu.pl/info/author/UWMf0d069550d6243cd94d94a10e858f82c?lang=pl&r=publication&tab=main,uwm,Profesor,0.6132892561983471,23.68595041322314,0.025892533147243546,85,1.2021059523809523,3.9529411764705884,15,619,96,FALSE,B+
Łukasz Bogdan Sikorski,dr inż.,adiunkt,Katedra Chemii,Wydział Rolnictwa i Leśnictwa,0000-0001-9177-6856,NA,NA,NA,7,8,58.898,NA,1844,29,UWM0594b610c2da4b528d89b5265af4c873,https://bazawiedzy.uwm.edu.pl/info/author/UWM0594b610c2da4b528d89b5265af4c873?lang=pl&r=publication&tab=main,uwm,Adiunkt,2.0309655172413796,63.58620689655172,0.03194034707158352,NA,NA,NA,NA,NA,NA,NA,B+
Andrzej Józef Skwierawski,dr hab. inż.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1555-7907,NA,NA,NA,5,7,25.684,NA,1040,49,UWMe5d880d682e44e24acf787ac88030f9f,https://bazawiedzy.uwm.edu.pl/info/author/UWMe5d880d682e44e24acf787ac88030f9f?lang=pl&r=publication&tab=main,uwm,Adiunkt,0.52416326530612245,21.224489795918366,0.024696153846153847,NA,NA,NA,NA,NA,NA,NA,B+
Sławomir Grzegorz Smólczyński,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0001-7643-4284,NA,NA,NA,7,10,28.634,NA,1645,89,UWM5e0f00eb160d4cf297ad2b5d1ca07acd,https://bazawiedzy.uwm.edu.pl/info/author/UWM5e0f00eb160d4cf297ad2b5d1ca07acd?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.3217303370786517,18.48314606741573,0.017406686930091186,NA,NA,NA,NA,NA,NA,NA,B+
Paweł Sowiński,dr hab.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-4804-8161,NA,NA,NA,7,10,47.468,NA,2137,75,UWM27a22177d76b4fabbb62fcbff95d56cd,https://bazawiedzy.uwm.edu.pl/info/author/UWM27a22177d76b4fabbb62fcbff95d56cd?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.6329066666666667,28.493333333333332,0.022212447356106692,45,1.0242295454545454,5,9,433,79,FALSE,B+
Arkadiusz Stępień,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-1138-9715,NA,NA,NA,9,10,62.869,NA,2469,134,UWM80731b65172b467b98d9804cd019ed00,https://bazawiedzy.uwm.edu.pl/info/author/UWM80731b65172b467b98d9804cd019ed00?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.46917164179104476,18.425373134328357,0.02546334548400162,92,0.8889554466304348,3.2282608695652173,11,506,72,FALSE,B+
Mariusz Jerzy Stolarski,prof. dr hab. inż.,profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-0712-9678,NA,NA,NA,26,32,552.055,NA,16066,270,UWMe020abfc8bbf4b75836dbdd34c8496c6,https://bazawiedzy.uwm.edu.pl/info/author/UWMe020abfc8bbf4b75836dbdd34c8496c6?lang=pl&r=publication&tab=main,uwm,Profesor,2.044648148148148,59.50370370370371,0.03436169550603759,NA,NA,NA,NA,NA,NA,NA,B+
Elżbieta Suchowilska,prof. dr hab. inż.,profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0002-8999-6742,NA,NA,NA,14,15,106.475,NA,3034,64,UWM7b0983da7a25423f8422514b5142991c,https://bazawiedzy.uwm.edu.pl/info/author/UWM7b0983da7a25423f8422514b5142991c?lang=pl&r=publication&tab=main,uwm,Profesor,1.663671875,47.40625,0.03509393539881345,50,1.8103466666666668,5.28,17,891,61,FALSE,B+
Paweł Sulima,dr hab. inż.,profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-8290-8180,NA,NA,NA,9,8,88.959,NA,2657,36,UWMe7bd86411d09423184c6e474edbd9300,https://bazawiedzy.uwm.edu.pl/info/author/UWMe7bd86411d09423184c6e474edbd9300?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,2.4710833333333335,73.80555555555556,0.03348099360180655,59,2.2140056603773584,6.694915254237288,15,742,209,FALSE,B+
Artur Szatkowski,dr inż.,adiunkt,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-1817-9371,NA,NA,NA,7,6,54.42,NA,1800,14,UWMb78b2c9afa1340a9b3064a5213dea6ba,https://bazawiedzy.uwm.edu.pl/info/author/UWMb78b2c9afa1340a9b3064a5213dea6ba?lang=pl&r=publication&tab=main,uwm,Adiunkt,3.8871428571428575,128.57142857142858,0.030233333333333334,14,1.9511642857142857,3.857142857142857,7,166,15,FALSE,B+
Sławomir Szymczyk,dr hab. inż.,profesor uczelni,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-8845-2594,NA,NA,NA,6,7,20.78,NA,1084,92,UWMcf4087fe371d417cb1e4059a02fbcc33,https://bazawiedzy.uwm.edu.pl/info/author/UWMcf4087fe371d417cb1e4059a02fbcc33?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.22586956521739132,11.782608695652174,0.019169741697416975,64,0.5187734375,3.125,9,378,48,FALSE,B+
Józef Tyburski,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-7293-3075,NA,NA,NA,9,10,70.462,NA,3162,283,UWM80d836d084ec4ec189daa84d9e0cce9d,https://bazawiedzy.uwm.edu.pl/info/author/UWM80d836d084ec4ec189daa84d9e0cce9d?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,0.24898233215547705,11.173144876325088,0.022283997469955727,2,0,6,0,0,8,FALSE,B+
Urszula Barbara Wachowska,prof. dr hab. inż.,profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-9043-6128,NA,NA,NA,11,14,119.483,NA,3490,216,UWM5bf6a8511d6e4de1bb4f0e89ed709d3f,https://bazawiedzy.uwm.edu.pl/info/author/UWM5bf6a8511d6e4de1bb4f0e89ed709d3f?lang=pl&r=publication&tab=main,uwm,Profesor,0.553162037037037,16.15740740740741,0.034235816618911175,NA,NA,NA,NA,NA,NA,NA,B+
Kazimierz Warmiński,dr hab. inż.,profesor uczelni,Katedra Chemii,Wydział Rolnictwa i Leśnictwa,0000-0003-1674-2319,NA,NA,NA,16,17,142.566,NA,4249,66,UWM7da33e668c7c44e581ba884ba458c0a3,https://bazawiedzy.uwm.edu.pl/info/author/UWM7da33e668c7c44e581ba884ba458c0a3?lang=pl&r=publication&tab=main,uwm,Profesor uczelni,2.160090909090909,64.37878787878788,0.03355283596140268,50,2.04288,4.1,20,823,48,FALSE,B+
Jadwiga Wierzbowska,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-2637-2999,NA,NA,NA,13,14,73.652,NA,2897,102,UWM4b6adb03aebe4272a09a1c6ab54db979,https://bazawiedzy.uwm.edu.pl/info/author/UWM4b6adb03aebe4272a09a1c6ab54db979?lang=pl&r=publication&tab=main,uwm,Profesor,0.722078431372549,28.401960784313726,0.025423541594753192,105,1.0108877278095239,3.7142857142857144,15,734,82,FALSE,B+
Marian Wojciech Wiwart,prof. dr hab. inż.,profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-2693-7021,NA,NA,NA,16,16,122.45,NA,3320,109,UWMfaf0f31ea45842cb8eadbf95729e1673,https://bazawiedzy.uwm.edu.pl/info/author/UWMfaf0f31ea45842cb8eadbf95729e1673?lang=pl&r=publication&tab=main,uwm,Profesor,1.123394495412844,30.458715596330276,0.03688253012048193,NA,NA,NA,NA,NA,NA,NA,B+
Jadwiga Wyszkowska,prof. dr hab. inż.,profesor,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-2156-3780,NA,NA,NA,27,28,378.522,NA,11520,267,UWMfa9f192014204a8e83d195fd0c1e4f63,https://bazawiedzy.uwm.edu.pl/info/author/UWMfa9f192014204a8e83d195fd0c1e4f63?lang=pl&r=publication&tab=main,uwm,Profesor,1.417685393258427,43.146067415730336,0.0328578125,262,1.181517878129771,3.3435114503816794,35,4411,61,FALSE,B+
Mirosław Wyszkowski,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0001-8194-6313,NA,NA,NA,16,19,187.266,NA,7195,201,UWM003c2ec8ee754b5e9798eca5b9c4e459,https://bazawiedzy.uwm.edu.pl/info/author/UWM003c2ec8ee754b5e9798eca5b9c4e459?lang=pl&r=publication&tab=main,uwm,Profesor,0.9316716417910448,35.79601990049751,0.026027241139680333,178,0.8499960674157303,3.207865168539326,24,1874,66,FALSE,B+
